time,signal
0,21.922482586583286
1,22.054326349103878
2,22.116483198427552
3,22.057986231821168
4,22.069769728686214
5,22.042849015824935
6,21.999196508539562
7,22.064278537568207
8,22.121516482004804
9,22.134041009328904
10,22.153592820842185
11,22.06347053609423
12,22.1483253262981
13,22.132234840709582
14,22.197555105448032
15,22.193994602058524
16,22.141696737406455
17,22.192272248076662
18,22.25755567946508
19,22.314444639268967
20,22.26851335103904
21,22.247744952067904
22,22.18960706358923
23,22.192168778766966
24,22.280964152386822
25,22.295647920883418
26,22.25827370450764
27,22.334605351417665
28,22.410845034698635
29,22.267469250809032
30,22.301896603296367
31,22.361151599618605
32,22.48415694173853
33,22.311973393398635
34,22.3945993433175
35,22.441196941743783
36,22.36892834491764
37,22.446489288727108
38,22.403987301692993
39,22.50995933207287
40,22.46012368751137
41,22.48858622465745
42,22.532469338661446
43,22.480524540538656
44,22.504844622777632
45,22.56358606321574
46,22.55160870029684
47,22.504779752359855
48,22.46243079681068
49,22.516722124163987
50,22.517601654932164
51,22.677292492329396
52,22.621258780026306
53,22.61249766965881
54,22.712617061012832
55,22.640818994907224
56,22.61850086935938
57,22.635070155888172
58,22.679540264795943
59,22.62023814742754
60,22.71818187568721
61,22.736767352256805
62,22.789932967745095
63,22.848062977242698
64,22.777516926699185
65,22.763656180670484
66,22.7941458605072
67,22.853675463871394
68,22.881936660766897
69,22.88121114320643
70,22.788822126314145
71,22.832579381038205
72,22.922986961514287
73,22.901830239321303
74,22.91407611566828
75,22.832791181482403
76,22.905735201903383
77,22.94056556187856
78,22.85816911854249
79,22.94891431211304
80,22.9009293942876
81,22.90982632610879
82,22.98821386488406
83,23.016971786116926
84,22.992163226497276
85,23.024092767163335
86,23.11284434579007
87,23.082317830995393
88,22.980568048382757
89,23.065640538567287
90,23.13831313614047
91,23.03163157328183
92,23.10920938434006
93,23.048401057472503
94,23.165358880447062
95,23.178441033339137
96,23.122852035000086
97,23.12100211899487
98,23.191766441210834
99,23.13859810695887
100,23.235375862352786
101,23.13029204881908
102,23.13840988443146
103,23.265792696928322
104,23.306717158779055
105,23.24481771153762
106,23.171204707800765
107,23.289407181578234
108,23.232402236555778
109,23.214203224939705
110,23.263724575755706
111,23.18249003904514
112,23.246229058871563
113,23.30408360561652
114,23.304210461213415
115,23.31812075026808
116,23.266826373370893
117,23.306556003075183
118,23.339168491033966
119,23.33917618773242
120,23.28707497266718
121,23.28904983508492
122,23.457770129016655
123,23.348841875102988
124,23.395682350969288
125,23.427768991870728
126,23.49849401439931
127,23.41657187045141
128,23.481326358763628
129,23.44297473159483
130,23.47138538070608
131,23.480253217535132
132,23.558943895084226
133,23.611338132790774
134,23.596531267360106
135,23.462035260856148
136,23.532419715865938
137,23.52768350894785
138,23.645928772634
139,23.628204205289347
140,23.60398283961766
141,23.59964974382337
142,23.732799073622054
143,23.710565739995015
144,23.67862328307374
145,23.709443775144564
146,23.588281530645414
147,23.642942915923353
148,23.677760923053583
149,23.63118438665095
150,23.764297239945925
151,23.757453700626833
152,23.673596905933582
153,23.7431351405227
154,23.730661126086304
155,23.892319303812435
156,23.74186204732693
157,23.820025411901902
158,23.713665321300184
159,23.710372152287267
160,23.79187046214436
161,23.751389647620083
162,23.808438907294654
163,23.889726440611845
164,23.73043597829998
165,23.878730090949343
166,23.89076228204536
167,23.837804512051257
168,23.848178367277814
169,23.949090146452466
170,23.970140713490416
171,23.92808572313069
172,23.837144414508607
173,23.983894450256596
174,23.923171723331336
175,23.985497442284615
176,23.977719205530494
177,23.952745420904694
178,23.958920972941776
179,23.9956183447285
180,24.023726540190772
181,24.078565492259287
182,23.96754186259268
183,23.98122718368252
184,24.080129932567356
185,24.0663092156431
186,24.195140319817412
187,24.074708750950617
188,24.028118529208733
189,24.09226522172423
190,24.124885813065916
191,24.041514306674237
192,24.201422893544777
193,24.123837503687625
194,24.111241100837002
195,24.17062193879652
196,24.12458275055618
197,24.107065236530964
198,24.208454129059984
199,24.131403848116772
200,24.213828091471868
201,24.20898328903758
202,24.20299217219664
203,24.068721387256183
204,24.248967140134614
205,24.19568499874889
206,24.22350518298595
207,24.190484547662965
208,24.250852191647105
209,24.317701490849434
210,24.28509093763335
211,24.181977823637848
212,24.249573075093448
213,24.30235893893377
214,24.354517143604628
215,24.308601181416968
216,24.381187770774204
217,24.302111666724187
218,24.361993953390453
219,24.28491943239865
220,24.321194001231724
221,24.425271254404567
222,24.418753266934047
223,24.33028293182963
224,24.511106879467043
225,24.44780436538694
226,24.332408386608574
227,24.515895661562077
228,24.476921020874272
229,24.493772789144668
230,24.467763690735445
231,24.40542997184671
232,24.47019621704173
233,24.49019816222212
234,24.507350552279423
235,24.581750784473854
236,24.341627862247332
237,24.581778657962026
238,24.55427633554883
239,24.495258802384818
240,24.50881821614227
241,24.516735595271882
242,24.583274032613595
243,24.599054960882036
244,24.555913530592516
245,24.565802065912184
246,24.55165854394335
247,24.582251466354382
248,24.658291050141976
249,24.641982502986735
250,24.637880846991667
251,24.568163304930785
252,24.609395647224098
253,24.59883692319806
254,24.708083654273402
255,24.658230421351686
256,24.57309809039611
257,24.62746110093154
258,24.647091628900668
259,24.772499588421
260,24.69722740794285
261,24.72505829590392
262,24.67839238512222
263,24.8515784153254
264,24.893349431722324
265,24.756020167182825
266,24.673375327772973
267,24.716336361556767
268,24.781754982235206
269,24.779223391314996
270,24.772076700624837
271,24.82203298491506
272,24.812326208026477
273,24.800246815422284
274,24.774371115950228
275,24.853932258061963
276,24.91996971152513
277,24.90572080193843
278,24.850192538054454
279,24.92346105871465
280,24.93143684230849
281,24.868191779616307
282,24.912133222901005
283,24.850571789624585
284,24.81068776211118
285,24.87219200373003
286,25.019533018944266
287,24.8879122445947
288,24.954806456295728
289,24.946093664018086
290,24.945194583916322
291,24.94090986326037
292,24.975206432285958
293,24.96562102661366
294,24.919631001498054
295,25.06434465329661
296,24.95476620240051
297,25.006021337842505
298,25.031775027803715
299,24.97259954481213
