time,signal
0,22.009458438776466
1,22.06855447094977
2,22.020673635777467
3,22.016930959897323
4,22.11792397360226
5,22.036472197668644
6,22.08950177005217
7,22.06624589543529
8,22.12092683656367
9,22.145221980733403
10,22.169158292690586
11,22.140146843789367
12,22.13491506808601
13,22.172810228218655
14,22.101303325612427
15,22.15990839132241
16,22.19586315699075
17,22.19322047410593
18,22.203982310321802
19,22.272732516896575
20,22.233381471961547
21,22.33863901635103
22,22.280696898408653
23,22.364912575799007
24,22.39531897602606
25,22.28044404360541
26,22.218584832374546
27,22.305283922261168
28,22.35426441258517
29,22.34432119684986
30,22.325031405488964
31,22.33628645554269
32,22.352163268849118
33,22.30498007159234
34,22.476661962342817
35,22.380124716725984
36,22.431375700307196
37,22.489853558967706
38,22.54346406953148
39,22.482386210385645
40,22.441235384835583
41,22.525097754163326
42,22.414502870243194
43,22.52441390588856
44,22.502317160800768
45,22.544856675070022
46,22.594377612735325
47,22.504539879265533
48,22.510964328797
49,22.61582174493409
50,22.614231050729906
51,22.667573882199527
52,22.638730499941865
53,22.670726308013922
54,22.659967098581745
55,22.60654043012632
56,22.715847070822917
57,22.656939122775448
58,22.682395813307433
59,22.67277463038157
60,22.750636039519918
61,22.67728419396148
62,22.721188749719772
63,22.809797303278938
64,22.80824138211129
65,22.77579016683779
66,22.797954067358116
67,22.77341801182551
68,22.811239962436638
69,22.820318347060375
70,22.847380409756937
71,22.912676438943144
72,22.848829825969474
73,22.87600658947115
74,22.871032001326697
75,22.901375461920352
76,22.847363783230847
77,22.898757401677067
78,22.940954064155143
79,22.973009964489997
80,22.961041201463356
81,22.931945713845323
82,23.007313996233407
83,23.028746860181823
84,23.013883645509406
85,22.886052521055934
86,22.99705414817486
87,23.013492572445056
88,23.006413759289234
89,23.04716679601617
90,23.01918017558103
91,23.058462769384068
92,23.06832934909791
93,23.06956234681221
94,23.146798535385066
95,23.080340423479942
96,23.08957632175675
97,23.1699849235203
98,23.101381588184708
99,23.158248328792883
100,23.272807937992013
101,23.192133175428637
102,23.077264293856796
103,23.198041266217654
104,23.159496436301396
105,23.184062403523217
106,23.11859183185601
107,23.230771539077157
108,23.2483597117241
109,23.24313944688985
110,23.198685738535744
111,23.219537565284774
112,23.30806084612456
113,23.31839915251683
114,23.338929283818146
115,23.35007321667608
116,23.34516606561893
117,23.383136394857008
118,23.411203433019008
119,23.364490276826576
120,23.402670853198366
121,23.443072937725454
122,23.35726965742782
123,23.462879029303583
124,23.39591386663733
125,23.474483490958484
126,23.482433030719207
127,23.467401008158685
128,23.443711451500842
129,23.47204530850317
130,23.49280492462198
131,23.554991516250322
132,23.508372771096997
133,23.498715835706967
134,23.609824151364993
135,23.54140757448148
136,23.591381249310277
137,23.551830161769878
138,23.504440474286678
139,23.65068850012712
140,23.54585319191354
141,23.59682449797039
142,23.72475521391912
143,23.626300184039554
144,23.61415508742302
145,23.619097269753574
146,23.709268150716326
147,23.70621127807066
148,23.676020249545072
149,23.66837161860266
150,23.69299131399479
151,23.782110480366917
152,23.72666362236884
153,23.7552143994719
154,23.751944880689596
155,23.68630219482361
156,23.82220054839327
157,23.7627460419327
158,23.73663403212669
159,23.821667937441763
160,23.75784737620576
161,23.79103138099752
162,23.754217691134112
163,23.86429867250441
164,23.737838505386073
165,23.842841079308798
166,23.870965935041966
167,23.834867408643323
168,23.796505938625316
169,23.80005778960162
170,23.92644374401702
171,23.90321021245771
172,23.96960924085692
173,23.952760964729244
174,23.92452485282948
175,23.934132185311555
176,23.916343729601014
177,23.975122936331577
178,23.9876476169596
179,24.013134420623494
180,23.9024494176729
181,23.989704610229584
182,24.054048009393906
183,23.988288933633743
184,24.058845529251712
185,24.078464516217593
186,24.110913446869535
187,24.096803245224734
188,24.09032117708541
189,24.09450729319416
190,24.09681454236721
191,24.1076964867267
192,24.150478521905203
193,24.10513584072787
194,24.089208614102102
195,24.073704137533287
196,24.064889601654343
197,24.231150913811394
198,24.059310441317603
199,24.24415234050041
200,24.137060425489747
201,24.16929769670259
202,24.21880392636128
203,24.124293422022753
204,24.222911844435068
205,24.188828968999427
206,24.225272759022793
207,24.22187021794511
208,24.2622484387537
209,24.22433077297913
210,24.291379609425217
211,24.328075917201357
212,24.38253324570252
213,24.394447332670183
214,24.3101363155379
215,24.31985416575641
216,24.30253123671693
217,24.329171934911095
218,24.33235584060793
219,24.40725171994746
220,24.297926182478776
221,24.447081401597924
222,24.298298152064536
223,24.38655816069576
224,24.435853453982283
225,24.35648376149452
226,24.40451540040601
227,24.371888841640317
228,24.55305501279172
229,24.466057604090235
