time,signal
0.0,-0.013259310297756422
0.020006668889629875,-0.019685623762151466
0.04001333777925975,0.09793765036934296
0.060020006668889625,0.08224546331499738
0.0800266755585195,0.13557437078729004
0.10003334444814937,0.2090098915704171
0.12004001333777925,0.3401830603759929
0.14004668222740912,0.2069702569022997
0.160053351117039,0.3309439078213954
0.18006002000666887,0.2410146745093537
0.20006668889629875,0.3270140784304393
0.22007335778592862,0.4293000623407508
0.2400800266755585,0.4141338520398382
0.2600866955651884,0.5461308277044963
0.28009336445481825,0.4034659216673304
0.3001000333444481,0.3730651517337582
0.320106702234078,0.4775235575345689
0.3401133711237079,0.5971545074145719
0.36012004001333775,0.6202354649366797
0.3801267089029676,0.6433398566675584
0.4001333777925975,0.6536872327995608
0.4201400466822274,0.6152556642417202
0.44014671557185725,0.708199451347281
0.4601533844614871,0.7146353247011158
0.480160053351117,0.7317731213005578
0.5001667222407469,0.7451046330690927
0.5201733911303767,0.61471986305884
0.5401800600200066,0.5346432359676057
0.5601867289096365,0.8188816636303797
0.5801933977992664,0.7475365841594931
0.6002000666888962,0.7701688065081994
0.6202067355785261,0.9645539255273259
0.640213404468156,0.7452887071174602
0.6602200733577859,0.8171589122959172
0.6802267422474157,0.8399248553450308
0.7002334111370456,0.9469584773223673
0.7202400800266755,0.9222731676524508
0.7402467489163054,0.7553713005741682
0.7602534178059352,0.861240480520213
0.7802600866955651,1.0689855461617386
0.800266755585195,0.7703344051859851
0.8202734244748249,1.0942580880409103
0.8402800933644547,0.8718921636775319
0.8602867622540846,0.9664338293731
0.8802934311437145,0.8933937940488176
0.9003001000333444,0.7864178256604895
0.9203067689229742,1.1015168672006532
0.9403134378126041,0.8632558567829391
0.960320106702234,1.019093741456606
0.9803267755918639,0.9094419362779987
1.0003334444814937,0.9969755472960437
1.0203401133711236,0.841453264466668
1.0403467822607535,1.0813948252966623
1.0603534511503834,1.002162299866334
1.0803601200400132,1.0082040483532606
1.1003667889296431,0.8955846373029703
1.120373457819273,1.129188161036436
1.1403801267089029,0.8370823153436402
1.1603867955985327,0.9356830125544917
1.1803934644881626,1.1794024036534694
1.2004001333777925,1.044536752210658
1.2204068022674224,0.8935144249917331
1.2404134711570522,0.7990937722909586
1.2604201400466821,0.9172322925769326
1.280426808936312,0.9314043627184528
1.3004334778259419,0.7594216536237168
1.3204401467155717,0.7181882440484584
1.3404468156052016,0.8886176874037561
1.3604534844948315,0.6762719776864947
1.3804601533844614,0.9028067095669727
1.4004668222740912,0.7946871186393033
